date,machine,Shaft Speed of Motor (RPM),point,BPFO (Y9),BPFI (Y10),FTF (Y11),BSF (Y12),Severity of bearing defect (Y13)
12/8/2023,I-P1107B,595,P2V,3,0,0,2,3
12/8/2023,I-P1107B,595,P2A,3,0,0,2,3
3/13/2024,I-P1107B,595,P1H,3,0,1,0,3
3/13/2024,I-P1107B,595,P1V,2,0,1,0,2
3/13/2024,I-P1107B,595,P1A,2,0,1,0,2
3/13/2024,I-P1107B,595,P2H,3,0,0,0,3
3/13/2024,I-P1107B,595,P2V,3,0,0,0,3
3/13/2024,I-P1107B,595,P2A,3,0,0,0,3
3/28/2024,I-P1107B,595,P1H,3,0,1,0,3
3/28/2024,I-P1107B,595,P1V,2,0,1,0,2
3/28/2024,I-P1107B,595,P1A,2,0,1,0,2
3/28/2024,I-P1107B,595,P2H,3,0,0,0,3
3/28/2024,I-P1107B,595,P2V,3,0,0,0,3
3/28/2024,I-P1107B,595,P2A,3,0,0,0,3
4/11/2024,I-P1107B,595,P1H,3,0,1,0,3
4/11/2024,I-P1107B,595,P1V,2,0,1,0,2
4/11/2024,I-P1107B,595,P1A,2,0,1,0,1
4/11/2024,I-P1107B,595,P2H,3,0,0,0,3
4/11/2024,I-P1107B,595,P2V,3,0,0,0,3
4/11/2024,I-P1107B,595,P2A,3,0,0,0,3
3/17/2025,I-P3261B,2965,M1H,1,2,0,0,2
3/17/2025,I-P3261B,2965,M1V,1,3,0,0,3
3/17/2025,I-P3261B,2965,M1A,1,3,0,0,3
3/17/2025,I-P3261B,2965,M2H,1,3,0,0,3
3/17/2025,I-P3261B,2965,M2V,1,2,0,0,2
3/17/2025,I-P3261B,2965,M2A,1,2,0,0,2
3/17/2025,I-P3261B,2965,P1H,0,2,0,0,2
3/17/2025,I-P3261B,2965,P1V,0,2,0,0,2
3/17/2025,I-P3261B,2965,P1A,0,1,0,0,1
3/17/2025,I-P3261B,2965,P2H,0,2,0,0,2
3/17/2025,I-P3261B,2965,P2V,0,2,0,0,2
3/17/2025,I-P3261B,2965,P2A,0,1,0,0,1
1/12/2023,P-3722A,1487,M2H,2,0,0,0,2
1/12/2023,P-3722A,1487,M2V,3,0,0,0,3
1/12/2023,P-3722A,1487,M2A,3,0,0,0,3
5/8/2025,I-P5236A,2975,M1H,2,2,0,0,2
5/8/2025,I-P5236A,2975,M1V,3,2,0,0,3
5/8/2025,I-P5236A,2975,M1A,3,2,0,0,3
5/8/2025,I-P5236A,2975,M2H,3,2,0,0,3
5/8/2025,I-P5236A,2975,M2V,2,2,0,0,2
5/8/2025,I-P5236A,2975,M2A,2,2,0,0,2
5/8/2025,I-P5236A,2975,P1H,1,1,0,0,1
5/8/2025,I-P5236A,2975,P1V,1,1,0,0,1
5/8/2025,I-P5236A,2975,P1A,1,1,0,0,1
5/8/2025,I-P5236A,2975,P2H,1,1,0,0,1
5/8/2025,I-P5236A,2975,P2V,1,1,0,0,1
5/8/2025,I-P5236A,2975,P2A,1,1,0,0,1
7/4/2023,I-P5461A,2950,P3H,0,0,3,0,3
7/4/2023,I-P5461A,2950,P3V,0,0,3,0,3
7/4/2023,I-P5461A,2950,P3A,0,0,3,0,3
7/4/2023,I-P5461A,2950,P4H,0,0,2,0,2
7/4/2023,I-P5461A,2950,P4V,0,0,2,0,2
7/4/2023,I-P5461A,2950,P4A,0,0,3,0,3
1/23/2026,2-G-9107B ,746,M1H,1,1,1,1,1
1/23/2026,2-G-9107B ,746,M1V,1,1,1,1,1
1/23/2026,2-G-9107B ,746,M1A,1,1,1,1,1
1/23/2026,2-G-9107B ,746,M2H,1,1,1,1,1
1/23/2026,2-G-9107B ,746,M2V,1,1,1,1,1
1/23/2026,2-G-9107B ,746,M2A,1,1,1,1,1
1/23/2026,2-G-9107B ,746,P1H,1,1,1,1,1
1/23/2026,2-G-9107B ,746,P1V,1,1,1,1,1
1/23/2026,2-G-9107B ,746,P1A,1,1,1,1,1
1/23/2026,2-G-9107B ,746,P2H,1,1,1,1,1
1/23/2026,2-G-9107B ,746,P2V,1,1,1,1,1
1/23/2026,2-G-9107B ,746,P2A,1,1,1,1,1
11/14/2025,2-G-9107B ,746,M1H,1,1,1,1,1
11/14/2025,2-G-9107B ,746,M1V,1,1,1,1,1
11/14/2025,2-G-9107B ,746,M1A,1,1,1,1,1
11/14/2025,2-G-9107B ,746,M2H,1,1,1,1,1
11/14/2025,2-G-9107B ,746,M2V,1,1,1,1,1
11/14/2025,2-G-9107B ,746,M2A,1,1,1,1,1
11/14/2025,2-G-9107B ,746,P1H,1,1,1,1,1
11/14/2025,2-G-9107B ,746,P1V,1,1,1,1,1
11/14/2025,2-G-9107B ,746,P1A,1,1,1,1,1
11/14/2025,2-G-9107B ,746,P2H,1,1,1,1,1
11/14/2025,2-G-9107B ,746,P2V,1,1,1,1,1
11/14/2025,2-G-9107B ,746,P2A,1,1,1,1,1
9/12/2025,2-G-9107B ,746,M1H,1,1,1,1,1
9/12/2025,2-G-9107B ,746,M1V,1,1,1,1,1
9/12/2025,2-G-9107B ,746,M1A,1,1,1,1,1
9/12/2025,2-G-9107B ,746,M2H,1,1,1,1,1
9/12/2025,2-G-9107B ,746,M2V,1,1,1,1,1
9/12/2025,2-G-9107B ,746,M2A,1,1,1,1,1
9/12/2025,2-G-9107B ,746,P1H,1,1,1,1,1
9/12/2025,2-G-9107B ,746,P1V,1,1,1,1,1
9/12/2025,2-G-9107B ,746,P1A,1,1,1,1,1
9/12/2025,2-G-9107B ,746,P2H,1,1,1,1,1
9/12/2025,2-G-9107B ,746,P2V,1,1,1,1,1
9/12/2025,2-G-9107B ,746,P2A,1,1,1,1,1
7/24/2025,2-G-9107B ,746,M1H,1,1,1,1,1
7/24/2025,2-G-9107B ,746,M1V,1,1,1,1,1
7/24/2025,2-G-9107B ,746,M1A,1,1,1,1,1
7/24/2025,2-G-9107B ,746,M2H,1,1,1,1,1
7/24/2025,2-G-9107B ,746,M2V,1,1,1,1,1
7/24/2025,2-G-9107B ,746,M2A,1,1,1,1,1
7/24/2025,2-G-9107B ,746,P1H,1,1,1,1,1
7/24/2025,2-G-9107B ,746,P1V,1,1,1,1,1
7/24/2025,2-G-9107B ,746,P1A,1,1,1,1,1
7/24/2025,2-G-9107B ,746,P2H,1,1,1,1,1
7/24/2025,2-G-9107B ,746,P2V,1,1,1,1,1
7/24/2025,2-G-9107B ,746,P2A,1,1,1,1,1
5/14/2025,2-G-9107B ,746,M1H,1,1,1,1,1
5/14/2025,2-G-9107B ,746,M1V,1,1,1,1,1
5/14/2025,2-G-9107B ,746,M1A,1,1,1,1,1
5/14/2025,2-G-9107B ,746,M2H,1,1,1,1,1
5/14/2025,2-G-9107B ,746,M2V,1,1,1,1,1
5/14/2025,2-G-9107B ,746,M2A,1,1,1,1,1
5/14/2025,2-G-9107B ,746,P1H,1,1,1,1,1
5/14/2025,2-G-9107B ,746,P1V,1,1,1,1,1
5/14/2025,2-G-9107B ,746,P1A,1,1,1,1,1
5/14/2025,2-G-9107B ,746,P2H,1,1,1,1,1
5/14/2025,2-G-9107B ,746,P2V,1,1,1,1,1
5/14/2025,2-G-9107B ,746,P2A,1,1,1,1,1
12/4/2025,P-2425B,2920,M1H,1,1,1,1,1
12/4/2025,P-2425B,2920,M1V,1,1,1,1,1
12/4/2025,P-2425B,2920,M1A,1,1,1,1,1
12/4/2025,P-2425B,2920,M2H,1,1,1,1,1
12/4/2025,P-2425B,2920,M2V,1,1,1,1,1
12/4/2025,P-2425B,2920,M2A,1,1,1,1,1
12/4/2025,P-2425B,2920,P1H,1,1,1,1,1
12/4/2025,P-2425B,2920,P1V,1,1,1,1,1
12/4/2025,P-2425B,2920,P1A,1,1,1,1,1
12/4/2025,P-2425B,2920,P2H,1,1,1,1,1
12/4/2025,P-2425B,2920,P2V,1,1,1,1,1
12/4/2025,P-2425B,2920,P2A,1,1,1,1,1
8/13/2025,P-2425B,2920,M1H,1,1,1,1,1
8/13/2025,P-2425B,2920,M1V,1,1,1,1,1
8/13/2025,P-2425B,2920,M1A,1,1,1,1,1
8/13/2025,P-2425B,2920,M2H,1,1,1,1,1
8/13/2025,P-2425B,2920,M2V,1,1,1,1,1
8/13/2025,P-2425B,2920,M2A,1,1,1,1,1
8/13/2025,P-2425B,2920,P1H,1,1,1,1,1
8/13/2025,P-2425B,2920,P1V,1,1,1,1,1
8/13/2025,P-2425B,2920,P1A,1,1,1,1,1
8/13/2025,P-2425B,2920,P2H,1,1,1,1,1
8/13/2025,P-2425B,2920,P2V,1,1,1,1,1
8/13/2025,P-2425B,2920,P2A,1,1,1,1,1
4/22/2025,P-2425B,2920,M1H,1,1,1,1,1
4/22/2025,P-2425B,2920,M1V,1,1,1,1,1
4/22/2025,P-2425B,2920,M1A,1,1,1,1,1
4/22/2025,P-2425B,2920,M2H,1,1,1,1,1
4/22/2025,P-2425B,2920,M2V,1,1,1,1,1
4/22/2025,P-2425B,2920,M2A,1,1,1,1,1
4/22/2025,P-2425B,2920,P1H,1,1,1,1,1
4/22/2025,P-2425B,2920,P1V,1,1,1,1,1
4/22/2025,P-2425B,2920,P1A,1,1,1,1,1
4/22/2025,P-2425B,2920,P2H,1,1,1,1,1
4/22/2025,P-2425B,2920,P2V,1,1,1,1,1
4/22/2025,P-2425B,2920,P2A,1,1,1,1,1
12/17/2024,P-2425B,2920,M1H,1,1,1,1,1
12/17/2024,P-2425B,2920,M1V,1,1,1,1,1
12/17/2024,P-2425B,2920,M2H,1,1,1,1,1
12/17/2024,P-2425B,2920,M2V,1,1,1,1,1
12/17/2024,P-2425B,2920,M2A,1,1,1,1,1
12/17/2024,P-2425B,2920,P1H,1,1,1,1,1
12/17/2024,P-2425B,2920,P1V,1,1,1,1,1
12/17/2024,P-2425B,2920,P2H,1,1,1,1,1
12/17/2024,P-2425B,2920,P2V,1,1,1,1,1
12/17/2024,P-2425B,2920,P2A,1,1,1,1,1
8/16/2024,P-2425B,2920,M1H,1,1,1,1,1
8/16/2024,P-2425B,2920,M1V,1,1,1,1,1
8/16/2024,P-2425B,2920,M1A,1,1,1,1,1
8/16/2024,P-2425B,2920,M2H,1,1,1,1,1
8/16/2024,P-2425B,2920,M2V,1,1,1,1,1
8/16/2024,P-2425B,2920,M2A,1,1,1,1,1
8/16/2024,P-2425B,2920,P1H,1,1,1,1,1
8/16/2024,P-2425B,2920,P1V,1,1,1,1,1
8/16/2024,P-2425B,2920,P1A,1,1,1,1,1
8/16/2024,P-2425B,2920,P2H,1,1,1,1,1
8/16/2024,P-2425B,2920,P2V,1,1,1,1,1
8/16/2024,P-2425B,2920,P2A,1,1,1,1,1
9/19/2024,2200P039,2926,M1H,1,1,1,1,1
9/19/2024,2200P039,2926,M1V,1,1,1,1,1
9/19/2024,2200P039,2926,M2H,1,1,1,1,1
9/19/2024,2200P039,2926,M2V,1,1,1,1,1
9/19/2024,2200P039,2926,M2A,1,1,1,1,1
9/19/2024,2200P039,2926,P1H,1,1,1,2,2
9/19/2024,2200P039,2926,P1V,1,1,1,2,2
9/19/2024,2200P039,2926,P2H,1,1,1,1,1
9/19/2024,2200P039,2926,P2V,1,1,1,1,1
9/19/2024,2200P039,2926,P2A,1,1,1,1,1
3/16/2022,2200P039,2934,M1H,1,1,1,1,1
3/16/2022,2200P039,2934,M1V,1,1,1,1,1
3/16/2022,2200P039,2934,M2H,1,1,1,1,1
3/16/2022,2200P039,2934,M2V,1,1,1,1,1
3/16/2022,2200P039,2934,M2A,1,1,1,1,1
3/16/2022,2200P039,2934,P1H,1,1,1,2,2
3/16/2022,2200P039,2934,P1V,1,1,1,2,2
3/16/2022,2200P039,2934,P2H,1,1,1,1,1
3/16/2022,2200P039,2934,P2V,1,1,1,1,1
3/16/2022,2200P039,2934,P2A,1,1,1,1,1
1/15/2022,2200P039,2934,M1H,1,1,1,1,1
1/15/2022,2200P039,2934,M1V,1,1,1,1,1
1/15/2022,2200P039,2934,M2H,1,1,1,1,1
1/15/2022,2200P039,2934,M2V,1,1,1,1,1
1/15/2022,2200P039,2934,M2A,1,1,1,1,1
1/15/2022,2200P039,2934,P1H,1,1,1,2,2
1/15/2022,2200P039,2934,P1V,1,1,1,2,2
1/15/2022,2200P039,2934,P2H,1,1,1,1,1
1/15/2022,2200P039,2934,P2V,1,1,1,1,1
1/15/2022,2200P039,2934,P2A,1,1,1,1,1
11/10/2021,2200P039,2934,M1H,1,1,1,1,1
11/10/2021,2200P039,2934,M1V,1,1,1,1,1
11/10/2021,2200P039,2934,M2H,1,1,1,1,1
11/10/2021,2200P039,2934,M2V,1,1,1,1,1
11/10/2021,2200P039,2934,M2A,1,1,1,1,1
11/10/2021,2200P039,2934,P1H,1,1,1,2,2
11/10/2021,2200P039,2934,P1V,1,1,1,2,2
11/10/2021,2200P039,2934,P2H,1,1,1,1,1
11/10/2021,2200P039,2934,P2V,1,1,1,1,1
11/10/2021,2200P039,2934,P2A,1,1,1,1,1
8/22/2025,K-201C-P01A,1467,M1H,2,1,1,2,2
8/22/2025,K-201C-P01A,1467,M1V,2,1,1,2,2
8/22/2025,K-201C-P01A,1467,M1A,2,1,1,2,2
8/22/2025,K-201C-P01A,1467,M2H,2,1,1,2,2
8/22/2025,K-201C-P01A,1467,M2V,2,1,1,2,2
8/22/2025,K-201C-P01A,1467,M2A,2,1,1,2,2
8/22/2025,K-201C-P01A,1467,P1H,1,1,1,1,1
8/22/2025,K-201C-P01A,1467,P1V,1,1,1,1,1
8/22/2025,K-201C-P01A,1467,P1A,1,1,1,1,1
8/22/2025,K-201C-P01A,1467,P2H,1,1,1,1,1
8/22/2025,K-201C-P01A,1467,P2V,1,1,1,1,1
8/22/2025,K-201C-P01A,1467,P2A,1,1,1,1,1
11/27/2025,P-1104A,2982,M1H,1,1,1,1,1
11/27/2025,P-1104A,2982,M1V,1,1,1,1,1
11/27/2025,P-1104A,2982,M1A,1,1,1,1,1
11/27/2025,P-1104A,2982,M2H,2,1,1,1,2
11/27/2025,P-1104A,2982,M2V,2,1,1,1,2
11/27/2025,P-1104A,2982,M2A,2,1,1,1,2
11/27/2025,P-1104A,2982,P1H,1,1,1,1,1
11/27/2025,P-1104A,2982,P1V,1,1,1,1,1
11/27/2025,P-1104A,2982,P1A,1,1,1,1,1
11/27/2025,P-1104A,2982,P2H,1,1,1,1,1
11/27/2025,P-1104A,2982,P2V,1,1,1,1,1
11/27/2025,P-1104A,2982,P2A,1,1,1,1,1
11/3/2025,P-1104A,2982,M1H,1,1,1,1,1
11/3/2025,P-1104A,2982,M1V,1,1,1,1,1
11/3/2025,P-1104A,2982,M1A,1,1,1,1,1
11/3/2025,P-1104A,2982,M2H,2,1,1,1,2
11/3/2025,P-1104A,2982,M2V,2,1,1,1,2
11/3/2025,P-1104A,2982,M2A,2,1,1,1,2
11/3/2025,P-1104A,2982,P1H,1,1,1,1,1
11/3/2025,P-1104A,2982,P1V,1,1,1,1,1
11/3/2025,P-1104A,2982,P1A,1,1,1,1,1
11/3/2025,P-1104A,2982,P2H,1,1,1,1,1
11/3/2025,P-1104A,2982,P2V,1,1,1,1,1
11/3/2025,P-1104A,2982,P2A,1,1,1,1,1
5/22/2025,P-6113A,1488,M1H,1,1,1,1,1
5/22/2025,P-6113A,1488,M1V,1,1,1,1,1
5/22/2025,P-6113A,1488,M1A,1,1,1,1,1
5/22/2025,P-6113A,1488,M2H,1,1,1,1,1
5/22/2025,P-6113A,1488,M2V,1,1,1,1,1
5/22/2025,P-6113A,1488,M2A,1,1,1,1,1
5/22/2025,P-6113A,1488,P1H,1,1,2,2,2
5/22/2025,P-6113A,1488,P1V,1,1,2,2,2
5/22/2025,P-6113A,1488,P1A,1,1,2,2,2
5/22/2025,P-6113A,1488,P2H,1,1,1,1,1
5/22/2025,P-6113A,1488,P2V,1,1,1,1,1
5/22/2025,P-6113A,1488,P2A,1,1,1,1,1
3/4/2025,P-6113A,1488,M1H,1,1,1,1,1
3/4/2025,P-6113A,1488,M1V,1,1,1,1,1
3/4/2025,P-6113A,1488,M1A,1,1,1,1,1
3/4/2025,P-6113A,1488,M2H,1,1,1,1,1
3/4/2025,P-6113A,1488,M2V,1,1,1,1,1
3/4/2025,P-6113A,1488,M2A,1,1,1,1,1
3/4/2025,P-6113A,1488,P1H,1,1,2,2,2
3/4/2025,P-6113A,1488,P1V,1,1,2,2,2
3/4/2025,P-6113A,1488,P1A,1,1,2,2,2
3/4/2025,P-6113A,1488,P2H,1,1,1,1,1
3/4/2025,P-6113A,1488,P2V,1,1,1,1,1
3/4/2025,P-6113A,1488,P2A,1,1,1,1,1
11/7/2025,P-6113A,1488,M1H,1,1,1,1,1
11/7/2025,P-6113A,1488,M1V,1,1,1,1,1
11/7/2025,P-6113A,1488,M1A,1,1,1,1,1
11/7/2025,P-6113A,1488,M2H,1,1,1,1,1
11/7/2025,P-6113A,1488,M2V,1,1,1,1,1
11/7/2025,P-6113A,1488,M2A,1,1,1,1,1
11/7/2025,P-6113A,1488,P1H,1,1,2,2,2
11/7/2025,P-6113A,1488,P1V,1,1,2,2,2
11/7/2025,P-6113A,1488,P1A,1,1,2,2,2
11/7/2025,P-6113A,1488,P2H,1,1,1,1,1
11/7/2025,P-6113A,1488,P2V,1,1,1,1,1
11/7/2025,P-6113A,1488,P2A,1,1,1,1,1
1/8/2026,2-G-9107B ,746,M1H,1,3,1,1,3
1/8/2026,2-G-9107B ,746,M1V,1,3,1,1,3
1/8/2026,2-G-9107B ,746,M1A,1,3,1,1,3
1/8/2026,2-G-9107B ,746,M2H,1,3,1,1,3
1/8/2026,2-G-9107B ,746,M2V,1,3,1,1,3
1/8/2026,2-G-9107B ,746,M2A,1,3,1,1,3
1/8/2026,2-G-9107B ,746,P1H,1,1,1,1,1
1/8/2026,2-G-9107B ,746,P1V,1,1,1,1,1
1/8/2026,2-G-9107B ,746,P1A,1,1,1,1,1
1/8/2026,2-G-9107B ,746,P2H,1,1,1,1,1
1/8/2026,2-G-9107B ,746,P2V,1,1,1,1,1
1/8/2026,2-G-9107B ,746,P2A,1,1,1,1,1
1/14/2026,2-G-9107B ,746,M1H,1,3,1,1,3
1/14/2026,2-G-9107B ,746,M1V,1,3,1,1,3
1/14/2026,2-G-9107B ,746,M1A,1,3,1,1,3
1/14/2026,2-G-9107B ,746,M2H,1,3,1,1,3
1/14/2026,2-G-9107B ,746,M2V,1,3,1,1,3
1/14/2026,2-G-9107B ,746,M2A,1,3,1,1,3
1/14/2026,2-G-9107B ,746,P1H,1,1,1,1,1
1/14/2026,2-G-9107B ,746,P1V,1,1,1,1,1
1/14/2026,2-G-9107B ,746,P1A,1,1,1,1,1
1/14/2026,2-G-9107B ,746,P2H,1,1,1,1,1
1/14/2026,2-G-9107B ,746,P2V,1,1,1,1,1
1/14/2026,2-G-9107B ,746,P2A,1,1,1,1,1
12/10/2025,0520P03,1340,M1H,1,3,1,1,3
12/10/2025,0520P03,1340,M1V,1,3,1,1,3
12/10/2025,0520P03,1340,M2H,1,1,1,1,1
12/10/2025,0520P03,1340,M2V,1,1,1,1,1
12/10/2025,0520P03,1340,M2A,1,1,1,1,1
12/10/2025,0520P03,1340,P1H,1,1,1,1,1
12/10/2025,0520P03,1340,P1V,1,1,1,1,1
12/10/2025,0520P03,1340,P1A,1,1,1,1,1
12/10/2025,0520P03,1340,P2H,1,1,1,1,1
12/10/2025,0520P03,1340,P2V,1,1,1,1,1
12/10/2025,0520P03,1340,P2A,1,1,1,1,1
10/30/2025,0520P03,1340,M1H,1,3,1,1,3
10/30/2025,0520P03,1340,M1V,1,3,1,1,3
10/30/2025,0520P03,1340,M2H,1,1,1,1,1
10/30/2025,0520P03,1340,M2V,1,1,1,1,1
10/30/2025,0520P03,1340,M2A,1,1,1,1,1
10/30/2025,0520P03,1340,P1H,1,1,1,1,1
10/30/2025,0520P03,1340,P1V,1,1,1,1,1
10/30/2025,0520P03,1340,P1A,1,1,1,1,1
10/30/2025,0520P03,1340,P2H,1,1,1,1,1
10/30/2025,0520P03,1340,P2V,1,1,1,1,1
10/30/2025,0520P03,1340,P2A,1,1,1,1,1
6/25/2025,0520P03,1475,M1H,1,3,1,1,3
6/25/2025,0520P03,1475,M1V,1,3,1,1,3
6/25/2025,0520P03,1475,M2H,1,1,1,1,1
6/25/2025,0520P03,1475,M2V,1,1,1,1,1
6/25/2025,0520P03,1475,M2A,1,1,1,1,1
6/25/2025,0520P03,1475,P1H,1,1,1,1,1
6/25/2025,0520P03,1475,P1V,1,1,1,1,1
6/25/2025,0520P03,1475,P1A,1,1,1,1,1
6/25/2025,0520P03,1475,P2H,1,1,1,1,1
6/25/2025,0520P03,1475,P2V,1,1,1,1,1
6/25/2025,0520P03,1475,P2A,1,1,1,1,1
5/28/2025,2200P039,2934,M1H,1,1,1,1,1
5/28/2025,2200P039,2934,M1V,1,1,1,1,1
5/28/2025,2200P039,2934,M2H,1,1,1,1,1
5/28/2025,2200P039,2934,M2V,1,1,1,1,1
5/28/2025,2200P039,2934,M2A,1,1,1,1,1
5/28/2025,2200P039,2934,P1H,1,1,1,3,3
5/28/2025,2200P039,2934,P1V,1,1,1,3,3
5/28/2025,2200P039,2934,P2H,1,1,1,1,1
5/28/2025,2200P039,2934,P2V,1,1,1,1,1
5/28/2025,2200P039,2934,P2A,1,1,1,1,1
2/20/2024,G-200A,1453,M1H,3,1,1,1,3
2/20/2024,G-200A,1453,M1V,3,1,1,1,3
2/20/2024,G-200A,1453,M1A,3,1,1,1,3
2/20/2024,G-200A,1453,M2H,3,1,1,1,3
2/20/2024,G-200A,1453,M2V,3,1,1,1,3
2/20/2024,G-200A,1453,M2A,3,1,1,1,3
2/20/2024,G-200A,1453,P1H,1,1,1,1,1
2/20/2024,G-200A,1453,P1V,1,1,1,1,1
2/20/2024,G-200A,1453,P1A,1,1,1,1,1
2/20/2024,G-200A,1453,P2H,1,1,1,1,1
2/20/2024,G-200A,1453,P2V,1,1,1,1,1
2/20/2024,G-200A,1453,P2A,1,1,1,1,1
10/5/2023,G-200A,1453,M1H,3,1,1,1,3
10/5/2023,G-200A,1453,M1V,3,1,1,1,3
10/5/2023,G-200A,1453,M1A,3,1,1,1,3
10/5/2023,G-200A,1453,M2H,3,1,1,1,3
10/5/2023,G-200A,1453,M2V,3,1,1,1,3
10/5/2023,G-200A,1453,M2A,3,1,1,1,3
10/5/2023,G-200A,1453,P1H,1,1,1,1,1
10/5/2023,G-200A,1453,P1V,1,1,1,1,1
10/5/2023,G-200A,1453,P1A,1,1,1,1,1
10/5/2023,G-200A,1453,P2H,1,1,1,1,1
10/5/2023,G-200A,1453,P2V,1,1,1,1,1
10/5/2023,G-200A,1453,P2A,1,1,1,1,1
4/21/2025,K-201C-P01A,1467,M1H,2,1,1,4,4
4/21/2025,K-201C-P01A,1467,M1V,2,1,1,4,4
4/21/2025,K-201C-P01A,1467,M1A,2,1,1,4,4
4/21/2025,K-201C-P01A,1467,M2H,2,1,1,4,4
4/21/2025,K-201C-P01A,1467,M2V,2,1,1,4,4
4/21/2025,K-201C-P01A,1467,M2A,2,1,1,4,4
4/21/2025,K-201C-P01A,1467,P1H,1,1,1,1,1
4/21/2025,K-201C-P01A,1467,P1V,1,1,1,1,1
4/21/2025,K-201C-P01A,1467,P1A,1,1,1,1,1
4/21/2025,K-201C-P01A,1467,P2H,1,1,1,1,1
4/21/2025,K-201C-P01A,1467,P2V,1,1,1,1,1
4/21/2025,K-201C-P01A,1467,P2A,1,1,1,1,1
10/16/2025,P-1303A,2981,M1H,1,1,1,1,1
10/16/2025,P-1303A,2981,M1V,1,1,1,1,1
10/16/2025,P-1303A,2981,M1A,1,1,1,1,1
10/16/2025,P-1303A,2981,M2H,1,1,1,1,1
10/16/2025,P-1303A,2981,M2V,1,1,1,1,1
10/16/2025,P-1303A,2981,M2A,1,1,1,1,1
10/16/2025,P-1303A,2981,P1H,3,3,1,1,3
10/16/2025,P-1303A,2981,P1V,3,3,1,1,3
10/16/2025,P-1303A,2981,P1A,3,3,1,1,3
10/16/2025,P-1303A,2981,P2H,1,1,1,1,1
10/16/2025,P-1303A,2981,P2V,1,1,1,1,1
10/16/2025,P-1303A,2981,P2A,1,1,1,1,1
9/10/2025,P-1303A,2981,M1H,1,1,1,1,1
9/10/2025,P-1303A,2981,M1V,1,1,1,1,1
9/10/2025,P-1303A,2981,M1A,1,1,1,1,1
9/10/2025,P-1303A,2981,M2H,1,1,1,1,1
9/10/2025,P-1303A,2981,M2V,1,1,1,1,1
9/10/2025,P-1303A,2981,M2A,1,1,1,1,1
9/10/2025,P-1303A,2981,P1H,3,3,1,1,3
9/10/2025,P-1303A,2981,P1V,3,3,1,1,3
9/10/2025,P-1303A,2981,P1A,3,3,1,1,3
9/10/2025,P-1303A,2981,P2H,1,1,1,1,1
9/10/2025,P-1303A,2981,P2V,1,1,1,1,1
9/10/2025,P-1303A,2981,P2A,1,1,1,1,1
9/11/2025,P-1402A,2940,M1H,3,1,1,1,3
9/11/2025,P-1402A,2940,M1V,3,1,1,1,3
9/11/2025,P-1402A,2940,M1A,3,1,1,1,3
9/11/2025,P-1402A,2940,M2H,3,1,1,1,3
9/11/2025,P-1402A,2940,M2V,3,1,1,1,3
9/11/2025,P-1402A,2940,M2A,3,1,1,1,3
9/11/2025,P-1402A,2940,P1H,1,1,1,1,1
9/11/2025,P-1402A,2940,P1V,1,1,1,1,1
9/11/2025,P-1402A,2940,P1A,1,1,1,1,1
9/11/2025,P-1402A,2940,P2H,1,1,1,1,1
9/11/2025,P-1402A,2940,P2V,1,1,1,1,1
9/11/2025,P-1402A,2940,P2A,1,1,1,1,1
10/8/2025,P-2112A,2972,M1H,1,1,1,1,1
10/8/2025,P-2112A,2972,M1V,1,1,1,1,1
10/8/2025,P-2112A,2972,M1A,1,1,1,1,1
10/8/2025,P-2112A,2972,M2H,1,1,1,1,1
10/8/2025,P-2112A,2972,M2V,1,1,1,1,1
10/8/2025,P-2112A,2972,M2A,1,1,1,1,1
10/8/2025,P-2112A,2972,P1H,1,1,1,1,1
10/8/2025,P-2112A,2972,P1V,1,1,1,1,1
10/8/2025,P-2112A,2972,P1A,1,1,1,1,1
10/8/2025,P-2112A,2972,P2H,1,1,3,1,3
10/8/2025,P-2112A,2972,P2V,1,1,3,1,3
10/8/2025,P-2112A,2972,P2A,1,1,3,1,3
9/23/2025,P-2112A,2972,M1H,1,1,1,1,1
9/23/2025,P-2112A,2972,M1V,1,1,1,1,1
9/23/2025,P-2112A,2972,M1A,1,1,1,1,1
9/23/2025,P-2112A,2972,M2H,1,1,1,1,1
9/23/2025,P-2112A,2972,M2V,1,1,1,1,1
9/23/2025,P-2112A,2972,M2A,1,1,1,1,1
9/23/2025,P-2112A,2972,P1H,1,1,1,1,1
9/23/2025,P-2112A,2972,P1V,1,1,1,1,1
9/23/2025,P-2112A,2972,P1A,1,1,1,1,1
9/23/2025,P-2112A,2972,P2H,1,1,3,1,3
9/23/2025,P-2112A,2972,P2V,1,1,3,1,3
9/23/2025,P-2112A,2972,P2A,1,1,3,1,3
9/17/2025,P-2112A,2972,M1H,1,1,1,1,1
9/17/2025,P-2112A,2972,M1V,1,1,1,1,1
9/17/2025,P-2112A,2972,M1A,1,1,1,1,1
9/17/2025,P-2112A,2972,M2H,1,1,1,1,1
9/17/2025,P-2112A,2972,M2V,1,1,1,1,1
9/17/2025,P-2112A,2972,M2A,1,1,1,1,1
9/17/2025,P-2112A,2972,P1H,1,1,1,1,1
9/17/2025,P-2112A,2972,P1V,1,1,1,1,1
9/17/2025,P-2112A,2972,P1A,1,1,1,1,1
9/17/2025,P-2112A,2972,P2H,1,1,3,1,3
9/17/2025,P-2112A,2972,P2V,1,1,3,1,3
9/17/2025,P-2112A,2972,P2A,1,1,3,1,3
